indice,estrelas,comentario
2815,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The material itself is very informative and useful. But I have to give ""just"" 4 stars because, the training videos have to be edited better and there were a few mistakes in the programing exercises."
2816,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Please work on getting the notebooks to work properly. Also very bummed that after canceling my subscription, I won't have access to my homeworks. You guys should give us lifelong access - we paid!"
2817,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A general overview into the power of sequence models. There is no rigorous mathematics here so most of what students can learn is high-level implementation and intuition about the various models. 
2818,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Es el mas complejo de todos los cursos de la certificación, faltna alguna traducciones que lo hacen  un poco mas dificil de entender algunos conceptos, pero leyendo y probando se logra entender. "
2819,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great  final module !
2820,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"An appropriate course for getting started with Recurrent Neural Networks and its very applications in the domains of speech recognition, sentiment classification, neural machine translation etc"
2821,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Overall teaching of Andrew Ng sir is Fabulous, but it was very hectic with the technical problem of the last assignment and I would like to thank Andrew Ng sir for the teaching me this course"
2822,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"It was great course, "
2823,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The only reason I'm not giving it a 5 is the course 5 week 4 coding assignment. See my comments in response to post by @marcus-waldman for detail
2824,Filled Star:Filled Star:Filled Star:Filled Star:Star:,too much content and not much chance to exercise. I will suggest for more frequently and smaller programming assignments through out the course!
2825,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Outstanding course, but the end of it uses many architectures not fully explained (GRU and such). Incredible course and specialization, though!"
2826,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent course, but I would have liked to work on predictive maintenance examples leveraging RNN and LSTM networks. Big thanks to whole team."
2827,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The course is nicely designed and every topic is explained in a very lucid manner by Andrew Ng. Must be done as a beginner in sequence models.
2828,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Simplified content delivered in just the right way to give a perfect intuition of the complex concepts. Really enjoyed doing the whole course. 
2829,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great content, but Andrew often starts his phrases then restarts saying them. Audio could use some cleanup, then this course would be perfect!"
2830,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Most optional assignments contain bugs/errors. Other than that, this is a great course, just as the 4 other courses in this specialist series."
2831,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I give 4 star because some fomulas are not correct! Though this course is really great. I can not understand why you made mistakes on fomulas.
2832,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great materials and programming exercises. The programing exercise in week 4 could be improved for the more beginner-friendly style probably.
2833,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"This one seemed to go through to quickly over the details especially with the word vectors and the LSTM, would have appreciated more examples"
2834,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Very good course, though the assignments towards the end were a little too centered around Keras, which I personally don't care for very much"
2835,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The instruction of using Keras in the programming assignment is unclear. There are many bugs as well, hence we have versions 1, 2 and 3 etc."
2836,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"No time series analysis, and some problems in the guidance of some programming tasks. Mainly de first week, the rest of it was pretty good."
