indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
3018,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Instructions for labs are not clear enough, especially the layers part.",4,1,71
3019,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great exercises but videos were slightly rushed. Overall a good course.,4,1,71
3020,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Good course. Feel a little bit rushed. Difficult to retain the concepts,4,1,71
3021,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The content is great, but the programming exercises are full of errors.",4,1,71
3022,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Muy difícil en comparación con los demás anteriores ,4,1,52
3023,Filled Star:Filled Star:Filled Star:Filled Star:Star:,This is pretty involved - especially the last week,4,1,50
3024,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I would prefer to be the student of Sir Andrew Ng.,4,1,50
3025,Filled Star:Filled Star:Filled Star:Filled Star:Star:,这节课主要还是以入门为主，没有讲太多理论知识，序列模型部分讲解跳跃性较大，需要结合更多资料去仔细研究,4,1,50
3026,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Too much details! Too little time. More exercises! ,4,1,51
3027,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Excellent content, the auto-grader not so awesome.",4,1,50
3028,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Very good course but can be too rushing sometimes.,4,1,50
3029,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course,4,1,12
3030,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A little too difficult to understand from scratch,4,1,49
3031,Filled Star:Filled Star:Filled Star:Filled Star:Star:,A little bit less quality than the previous ones.,4,1,49
3032,Filled Star:Filled Star:Filled Star:Filled Star:Star:,More programming examples/exercises would be good,4,1,49
3033,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"useful to familiar with RNN, GRU, LSTM and so on.",4,1,49
3034,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Exercises are a bit tough and misunderstanding...,4,1,49
3035,Filled Star:Filled Star:Filled Star:Filled Star:Star:,It will be nice if the videos are more detailed.,4,1,48
3036,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The course was really interesting and well done,4,1,47
3037,Filled Star:Filled Star:Filled Star:Filled Star:Star:,One task has a bug and impossible to complete. ,4,1,47
3038,Filled Star:Filled Star:Filled Star:Filled Star:Star:,hope there are more projects about time series,4,1,46
3039,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The programming assingments have some errors.,4,1,45
3040,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Amazing Course with Awesome practice problems,4,1,45
3041,Filled Star:Filled Star:Filled Star:Filled Star:Star:,not as fun as CNN course but still so useful!,4,1,45
3042,Filled Star:Filled Star:Filled Star:Filled Star:Star:,a little bit too hard for the sequence model,4,1,44
3043,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I found this course bit difficult to grasp. ,4,1,44
3044,Filled Star:Filled Star:Filled Star:Filled Star:Star:,last lab with transformers had some errors,4,1,42
3045,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Good but too long to follow with patience,4,1,41
3046,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Very good introduction to sequence models,4,1,41
3047,Filled Star:Filled Star:Filled Star:Filled Star:Star:,There is some noise in the video which is greatly disturbing. ,4,1,62
3048,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Maybe should give some advice about the future learning path.,4,1,61
3049,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course focus on natural processing and music examples. ,4,1,61
3050,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Much harder than previous ones, but also really interesting.",4,1,60
3051,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Would have liked an example outside of nlp, otherwise awsome",4,1,60
3052,Filled Star:Filled Star:Filled Star:Filled Star:Star:,very important course concerning sequence in Deep learning.,4,1,59
3053,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Content is little less intuitive compared to other courses.,4,1,59
3054,Filled Star:Filled Star:Filled Star:Filled Star:Star:,codes are too long and it is taking time for codes to run ,4,1,58
3055,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Greeeeeeeeeeeeeeeat but less than the first four courses.,4,1,57
3056,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The program in the exercise is a bit hard to understand.,4,1,56
3057,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Good when it came. Annoying for the 2 month launch delay,4,1,56
3058,Filled Star:Filled Star:Filled Star:Filled Star:Star:,  i'd like to have applications more suited to real world  ,4,1,59
3059,Filled Star:Filled Star:Filled Star:Filled Star:Star:,it would have been better if he used more visualization ,4,1,56
3060,Filled Star:Filled Star:Filled Star:Filled Star:Star:,There were a lot of problems with notebook task grader.,4,1,55
3061,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great course, but too many mistakes in the assignments.",4,1,55
3062,Filled Star:Filled Star:Filled Star:Filled Star:Star:,thank you for this. this give good knowaledge for  me,4,1,53
3063,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Good content, it would have been good to do more keras",4,1,54
3064,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Really Nice course to get basic understanding of NLP. ,4,1,54
3065,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Trigger word detection: submit homework is so hard...,4,1,53
3066,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Great insights, helpful notebooks, good explanations.",4,1,53
3067,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Again, programming assignment should work flawlessly! ",4,1,54
3068,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course to understand sequence models and NLP.,4,1,51
3069,Filled Star:Filled Star:Filled Star:Filled Star:Star:,un poco lentos los ejercicios y repetitivos comandos,4,1,52
3070,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Very good introduction to RNNs and their variations.,4,1,52
3071,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great professional-level instruction and exercises. ,4,1,52
3072,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Fine training, had some tchnicalities with the pythonn notebook which cost me loads of time.",4,1,92
3073,Filled Star:Filled Star:Filled Star:Filled Star:Star:,very good course for beginner to study.  But not enough clear for some concepts and models.,4,1,91
3074,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The practice was more guided than other courses. Felt that the Coursera team did all for me,4,1,91
3075,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Perfect course except there are are some mistake/ambiguous instruction in course assignment,4,1,91
3076,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great course. Would like it if he kept his notation consistent with what is in the papers. ,4,1,91
3077,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"a lot to learn, content is well presented as usual. one of the assignments requires rework",4,1,90
3078,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Seem like not as good as before course,Wait so much time but is not clear as course before",4,1,90
3079,Filled Star:Filled Star:Filled Star:Filled Star:Star:,good course. Especially good in explaining the reasons and thoughts behind the algorithms,4,1,89
3080,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Trigger word detection assignment notebook has some bugs. Had a hard time submitting it,4,1,87
3081,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"There are many bugs in the assignment. Else, the material content and videos are great!",4,1,87
3082,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Really good but I guess you should teach more about how to apply all these models more. ,4,1,88
3083,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"The course was really straightforward, but the assignment hits was not really helpful.",4,1,86
3084,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Decent introduction but the material presented needs more time and training to absorb.,4,1,86
3085,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"Too many errors are in assignments. Also, Some APIs from Keras are not well explained.",4,1,86
3086,Filled Star:Filled Star:Filled Star:Filled Star:Star:,The assignment code instructions (specifically the code comments were very confusing).,4,1,86
3087,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"it was hard to catch up to all the new stuff, but as a first step, it's not that bad.",4,1,85
3088,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I feel the programming assignments should be revised. I have encountered many errors.,4,1,85
3089,Filled Star:Filled Star:Filled Star:Filled Star:Star:,There were a couple of problems with the grader that made this course less enjoyable. ,4,1,86
3090,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Missing the notes in between the videos like in the Intro to Machine Learning course,4,1,84
3091,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"some of the auto graders were a bit buggy, but overall loved the course and material",4,1,84
3092,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Nice content. Spend some time on homework since I'm not very familiar with keras.,4,1,81
3093,Filled Star:Filled Star:Filled Star:Filled Star:Star:,coding style is out-of-date. Could the TA update the coding homework regularly?,4,1,79
3094,Filled Star:Filled Star:Filled Star:Filled Star:Star:,I wish there was a more thorough tutorial on the Keras programming environment. ,4,1,80
3095,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Another awesome course. But I feel Word Embeddings part could have been better.,4,1,79
3096,Filled Star:Filled Star:Filled Star:Filled Star:Star:,"A very good course in terms of application , again Dr. Ng did an excellent job ",4,1,79
3097,Filled Star:Filled Star:Filled Star:Filled Star:Star:,Great courses. Only 4 because too short !,4,1,41
