indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
2760,Filled Star Filled Star Filled Star Filled Star Star,   short basic course specifically task great learning experience struggle difficulty spoon feed,4,1,216
2761,Filled Star Filled Star Filled Star Filled Star Star,   great video practical pain awful auto grade system general time search error t,4,1,216
2762,Filled Star Filled Star Filled Star Filled Star Star,   Excellent course excellent lecturer unfortunately test datum lab trigger word detection lab nice bit,4,1,215
2763,Filled Star Filled Star Filled Star Filled Star Star,   good video lecture style,4,1,45
2764,Filled Star Filled Star Filled Star Filled Star Star,   presentation amazing Professor fantastic job communicating material clear easily understand way,4,1,133
2766,Filled Star Filled Star Filled Star Filled Star Star,   well talk directional week week well talk material week,4,1,213
2767,Filled Star Filled Star Filled Star Filled Star Star,   bit get complex time spend read understand preamble say promise,4,1,213
2768,Filled Star Filled Star Filled Star Filled Star Star,   course content good find difficult truly understand deep learn good glimpse sequence useful,4,1,213
2769,Filled Star Filled Star Filled Star Filled Star Star,   great course material know explain difficult intuitive way course need work,4,1,213
2770,Filled Star Filled Star Filled Star Filled Star Star,   suitable clear go necessary detail topic,4,1,105
2771,Filled Star Filled Star Filled Star Filled Star Star,   Section course difficult understand prior knowledge understand clearly,4,1,209
2771,Filled Star Filled Star Filled Star Filled Star Star,   useful little hard digest helpful course dive little model provide granular technical,4,1,191
2773,Filled Star Filled Star Filled Star Filled Star Star,   vague understanding material officially give reading material clearly detail,4,1,191
2774,Filled Star Filled Star Filled Star Filled Star Star,   good course take glad wonderful course teach prof learn lot sequence model highly highly beginner,4,1,191
2775,Filled Star Filled Star Filled Star Filled Star Star,   great course insightful unfortunately,4,1,120
2776,Filled Star Filled Star Filled Star Filled Star Star,   course content impressive need detail working detail fun,4,1,189
2777,Filled Star Filled Star Filled Star Filled Star Star,   great course lot implementation important glossed hand hold strict code look like,4,1,189
2778,Filled Star Filled Star Filled Star Filled Star Star,   glad take course little rough far video assignment quality see run course know improve,4,1,188
2779,Filled Star Filled Star Filled Star Filled Star Star,   material great ramp difficulty lack perfect execution extremely valuable information course,4,1,187
2780,Filled Star Filled Star Filled Star Filled Star Star,   lecture Sequence model good motivation interesting text audio fundamental intuitive Thank Prof,4,1,186
2781,Filled Star Filled Star Filled Star Filled Star Star,   good fun course sequence nice self drive outside realm speech,4,1,186
2782,Filled Star Filled Star Filled Star Filled Star Star,   course good optional lot update assignment reduce time waste unnecessarily,4,1,186
2783,Filled Star Filled Star Filled Star Filled Star Star,   interesting lot learn Content complicated require come review deepen thank,4,1,184
2784,Filled Star Filled Star Filled Star Filled Star Star,   necessary study extensively framework fulfill code suggest extra module small simple modeling well adapt framework,4,1,182
2785,Filled Star Filled Star Filled Star Filled Star Star,   overall like module possible improvement provide information maybe optional video reading thank,4,1,182
2786,Filled Star Filled Star Filled Star Filled Star Star,   nice course technically speak nice complete understanding thank work,4,1,181
2787,Filled Star Filled Star Filled Star Filled Star Star,   thank make comfortable deep learn Sequential datum interesting enable well play,4,1,180
2788,Filled Star Filled Star Filled Star Filled Star Star,   Week wonderful learn understand wish explore Attention base Video happy learn,4,1,179
2789,Filled Star Filled Star Filled Star Filled Star Star,   overall good course need improve feedback grade output help global tricky,4,1,179
2790,Filled Star Filled Star Filled Star Filled Star Star,   overall good course wish model construction e rationale cover bit detail excellent course doubt,4,1,178
2791,Filled Star Filled Star Filled Star Filled Star Star,   little difficult Include Image great overall great course Sir superb teach,4,1,177
2792,Filled Star Filled Star Filled Star Filled Star Star,   great course sloppy impression exceptional highly thank,4,1,177
2793,Filled Star Filled Star Filled Star Filled Star Star,   previous little hard try bunch information course s wonderful course,4,1,176
2794,Filled Star Filled Star Filled Star Filled Star Star,   difficult pass think understand lot clear provide guidance,4,1,176
2795,Filled Star Filled Star Filled Star Filled Star Star,   course great assignment session little good complete test test easy,4,1,176
2796,Filled Star Filled Star Filled Star Filled Star Star,   feel like get super clear understanding use library gain good understanding underlie,4,1,176
2797,Filled Star Filled Star Filled Star Filled Star Star,   little complex previous class ground python version version model need teach bit detail follow,4,1,210
2798,Filled Star Filled Star Filled Star Filled Star Star,   far course specialization complain exercise learn lot specialization,4,1,208
2799,Filled Star Filled Star Filled Star Filled Star Star,   great content love s teaching style star deduction spend time turn point deduction grade system,4,1,208
2800,Filled Star Filled Star Filled Star Filled Star Star,   overall course content great feel like lab concrete understanding experience great job AI team,4,1,206
2801,Filled Star Filled Star Filled Star Filled Star Star,   little heavy course need load load correct output code correct course great,4,1,207
2802,Filled Star Filled Star Filled Star Filled Star Star,   course short like classical forecasting time series,4,1,160
2803,Filled Star Filled Star Filled Star Filled Star Star,   s excellent course offer interesting meaningful offend little easy relate real work,4,1,208
2804,Filled Star Filled Star Filled Star Filled Star Star,   course contain explanation natural language like stem flow get good explanation work machine translation,4,1,206
2805,Filled Star Filled Star Filled Star Filled Star Star,   great course start sequence model depth deliver great learning experience love sequence literature course s future,4,1,206
2806,Filled Star Filled Star Filled Star Filled Star Star,   brilliant course dense time order grasp need time extra hurt,4,1,206
2807,Filled Star Filled Star Filled Star Filled Star Star,   excellent presentation interesting star couple technical assignment material mathematical,4,1,206
2808,Filled Star Filled Star Filled Star Filled Star Star,   content great server reliable grader t submit homework time connection lose lose,4,1,205
2809,Filled Star Filled Star Filled Star Filled Star Star,   great course feel gap high level low level bit wide lose progress notebook session,4,1,205
2810,Filled Star Filled Star Filled Star Filled Star Star,   great course cumbersome discussion resolve tough find helpful,4,1,205
2811,Filled Star Filled Star Filled Star Filled Star Star,   perfect like t issue unlike comment probably fix wish course detail especially training word,4,1,205
2812,Filled Star Filled Star Filled Star Filled Star Star,   produce case nature Sequence Model understand finish assignment specialization,4,1,201
2813,Filled Star Filled Star Filled Star Filled Star Star,   course short series well explanation shorter provide initial increase pace,4,1,201
2814,Filled Star Filled Star Filled Star Filled Star Star,   previous raise bar Week week bit unclear week week great course,4,1,200
2815,Filled Star Filled Star Filled Star Filled Star Star,   material informative useful training well,4,1,198
2816,Filled Star Filled Star Filled Star Filled Star Star,   work get work properly bum subscription win t access lifelong access,4,1,197
2817,Filled Star Filled Star Filled Star Filled Star Star,   general overview power sequence rigorous mathematic learn high level implementation intuition,4,1,196
